,PMIDs
45989,11873026
45990,10630057
45991,18500605
45992,7923512
45993,11213000
45994,11926643
45995,9855591
45996,18005381
45997,9316951
45998,10895743
45999,14642152
46000,9856707
46001,11641687
46002,8238138
46003,1443741
46004,20394251
46005,9423752
46006,5302328
46007,365388
46008,5303665
46009,4603994
46010,4912069
46011,4596491
46012,5301381
46013,7028299
46014,5301381
46015,14241882
46016,5302329
46017,798636
46018,5306540
46019,5294176
46020,9922309
46021,10648454
46022,10333200
46023,15825069
46024,7615189
46025,11227650
46026,16966711
46027,16377775
46028,7768364
46029,8724022
46030,7835575
46031,15362028
46032,19109962
46033,12622760
46034,15362027
46035,17211699
46036,17206696
46037,11413109
46038,18727929
46039,12171964
46040,2572495
46041,18948800
46042,17503161
46043,12814414
46044,16473379
46045,15141368
46046,20855414
46047,15644016
46048,11809253
46049,12368971
46050,18633420
46051,17164971
46052,7562289
46053,12837861
46054,11061779
46055,11842353
46056,12795394
46057,11758877
46058,9091670
46059,20027030
46060,21195962
46061,2057244
46062,8239224
46063,1747702
46064,2682096
46065,6367326
46066,6094448
46067,2899586
46068,8245671
46069,2660973
46070,2645013
46071,3905700
46072,2886534
46073,7571663
46074,1816122
46075,2523210
46076,2194417
46077,3287815
46078,7399948
46079,6988949
46080,6752099
46081,3334642
46082,3652656
46083,3581737
46084,6208248
46085,1675881
46086,2644108
46087,6094447
46088,2013244
46089,3334638
46090,3048935
46091,3002735
46092,2904462
46093,7915289
46094,3885454
46095,2810183
46096,6988947
46097,7648148
46098,1362746
46099,11049707
46100,7230984
46101,3296163
46102,3163301
46103,9577147
46104,8459263
46105,17182989
46106,1993412
46107,3790956
46108,2662688
46109,11766085
46110,3541267
46111,2939239
46112,6395280
46113,7026508
46114,2722725
46115,6710299
46116,2658918
46117,3890436
46118,3297570
46119,3902413
46120,2342006
46121,6125103
46122,6380179
46123,3055394
46124,1356459
46125,2662452
46126,1819620
46127,1519391
46128,7571663
46129,3915279
46130,1550521
46131,3334644
46132,2196155
46133,3167527
46134,6929102
46135,3150952
46136,2691481
46137,2186587
46138,2910656
46139,2659291
46140,6354113
46141,6379169
46142,8102894
46143,8458247
46144,2100983
46145,9321729
46146,2949285
46147,2674063
46148,2872878
46149,2888606
46150,2191749
46151,3909167
46152,3378465
46153,6988945
46154,2680356
46155,1351498
46156,6342130
46157,2691480
46158,3334169
46159,6849206
46160,8996743
46161,3881211
46162,7648148
46163,6735625
46164,3284724
46165,9167147
46166,6379170
46167,9935257
46168,3777829
46169,2643188
46170,1461853
46171,3041682
46172,4093316
46173,1901204
46174,3892975
46175,4020719
46176,3527592
46177,3933134
46178,1847796
46179,3302542
46180,2678533
46181,6380363
46182,3286514
46183,3334639
46184,3603255
46185,6988948
46186,7846921
46187,3520902
46188,12067168
46189,3334643
46190,3287972
46191,3063043
46192,2678858
46193,3276469
46194,3929402
46195,8402132
46196,3937403
46197,2190974
46198,7930542
46199,3541803
46200,7044724
46201,2722727
46202,15843938
46203,7011223
46204,2105115
46205,6851752
46206,10768517
46207,6988946
46208,7015174
46209,2904461
46210,6377784
46211,13680386
46212,1984743
46213,2117650
46214,3140739
46215,1505293
46216,7380201
46217,12142815
46218,7429342
46219,6366719
46220,3885675
46221,18799992
46222,10512212
46223,10540994
46224,8827297
46225,8821274
46226,9006691
46227,12859610
46228,17612356
46229,3475429
46230,1921255
46231,2476604
46232,3300841
46233,3570421
46234,961187
46235,3055720
46236,3630465
46237,16174587
46238,8773035
46239,12795585
46240,17907851
46241,20181120
46242,19411074
46243,17517002
46244,19766942
46245,18665688
46246,18665688
46247,17007812
46248,18665688
46249,12873069
46250,17175410
46251,18664995
46252,19968379
46253,17548850
46254,17295559
46255,9661327
46256,19702662
46257,16741684
46258,16643843
46259,16643843
46260,7896672
46261,19786274
46262,16551144
46263,15547059
46264,11735841
46265,19968378
46266,17007812
46267,17007812
46268,16551144
46269,19167144
46270,16551144
46271,20877438
46272,17295559
46273,11068970
46274,12602420
46275,19326270
46276,17007812
46277,11068970
46278,19490308
46279,17007812
46280,17176380
46281,18698064
46282,19491183
46283,19695776
46284,15100560
46285,17074301
46286,17954515
46287,14512476
46288,17954514
46289,17822748
46290,11063636
46291,17290061
46292,17419259
46293,2573572
46294,11438499
46295,7623904
46296,15929518
46297,11136956
46298,1976563
46299,7958662
46300,9388396
46301,10710072
46302,11100339
46303,8551824
46304,5338377
46305,6971190
46306,2985353
46307,4061343
46308,8906006
46309,2510845
46310,6475822
46311,12637400
46312,19658043
46313,10357748
46314,15724045
46315,10617955
46316,1958415
46317,15118650
46318,2816802
46319,19902797
46320,15991756
46321,507073
46322,9100140
46323,8833557
46324,12383144
46325,10897509
46326,11714206
46327,14514935
46328,3565410
46329,15186866
46330,15793171
46331,12350190
46332,15839185
46333,15522983
46334,7547154
46335,10493325
46336,11176549
46337,7730925
46338,7698064
46339,10671912
46340,12816022
46341,15701763
46342,8840744
46343,10256913
46344,12957333
46345,12020186
46346,10786260
46347,16042672
46348,8610730
46349,12587810
46350,7595265
46351,15011764
46352,11079287
46353,12527148
46354,14748894
46355,14524649
46356,9782691
46357,11942445
46358,9872700
46359,11685784
46360,15257726
46361,15827075
46362,11450926
46363,1739177
46364,9687996
46365,16041208
46366,12145577
46367,8725454
46368,3103731
46369,2039294
46370,9449869
46371,8535807
46372,8598755
46373,16797162
46374,17194269
46375,7514366
46376,12860772
46377,7683702
46378,14746950
46379,16134519
46380,15300305
46381,12407044
46382,10686207
46383,12093836
46384,15704516
46385,15807215
46386,2744191
46387,11679510
46388,18325883
46389,18439602
46390,17296184
46391,14638885
46392,16403993
46393,7611638
46394,17502549
46395,16713921
46396,12554382
46397,10522877
46398,16175627
46399,12635120
46400,17222115
46401,7611639
46402,9365349
46403,17092691
46404,18165460
46405,17690599
46406,17601495
46407,19411369
46408,17466492
46409,17224706
46410,240651
46411,3615572
46412,4909377
46413,4967871
46414,1582239
46415,4550211
46416,4874163
46417,769027
46418,6951396
46419,8018782
46420,7542829
46421,362830
46422,7041515
46423,7041516
46424,7041517
46425,4623599
46426,18728266
46427,9168289
46428,8433138
46429,2278545
46430,9589535
46431,11224891
46432,12972172
46433,11328193
46434,15276691
46435,8610833
46436,14609804
46437,10711911
46438,16317317
46439,11481167
46440,16267634
46441,16198059
46442,16102942
46443,12684609
46444,7509495
46445,15863811
46446,12729882
46447,9315992
46448,11041534
46449,15641867
46450,16762371
46451,17284127
46452,9989566
46453,17606657
46454,16585434
46455,11329400
46456,9545995
46457,11823268
46458,12755665
46459,16585435
46460,14583740
46461,17662577
46462,16797162
46463,12464464
46464,12860772
46465,17151160
46466,16889453
46467,12243210
46468,15450054
46469,23075176
46470,10448776
46471,21845596
46472,19138567
46473,9322135
46474,14744180
46475,16395139
46476,20530184
46477,11773037
46478,15006844
46479,18316700
46480,16647123
46481,15051203
46482,9479300
46483,14976046
46484,15657401
46485,16946304
46486,16873669
46487,10966281
46488,9661544
46489,10892945
46490,11081528
46491,1531488
46492,18564952
46493,2143092
46494,16461169
46495,8423429
46496,9761803
46497,8976475
46498,16341712
46499,12394892
46500,15750369
46501,12045509
46502,16707631
46503,2847079
46504,11502941
46505,7605179
46506,10597050
46507,16157899
46508,16881064
46509,15221881
46510,7908800
46511,11270908
46512,8101126
46513,16919630
46514,10907623
46515,12011773
46516,7631676
46517,21289017
46518,18768245
46519,10223219
46520,15019339
46521,2178677
46522,1580842
46523,10995093
46524,12240572
46525,16170117
46526,11230490
46527,1987737
46528,3456271
46529,15367414
46530,2897433
46531,11815957
46532,1609377
46533,8757209
46534,3106448
46535,10798453
46536,18525288
46537,10990596
46538,8483655
46539,9801526
46540,16618375
46541,19628939
46542,7798528
46543,7888741
46544,15519257
46545,8245337
46546,16634720
46547,9505918
46548,10086969
46549,11141203
46550,12049374
46551,9825314
46552,10946050
46553,11435337
46554,9761101
46555,19057053
46556,12734133
46557,2463565
46558,15667387
46559,9935002
46560,9227301
46561,10899092
46562,9808874
46563,10193720
46564,9554816
46565,1632399
46566,1561975
46567,11228858
46568,16627439
46569,11513446
46570,9093048
46571,11691528
46572,15653036
46573,15451153
46574,12205647
46575,12142117
46576,12687864
46577,17823136
46578,8752198
46579,9805252
46580,10562483
46581,7484777
46582,11216978
46583,16505178
46584,8800032
46585,799563
46586,16580575
46587,7019167
46588,2645914
46589,8021909
46590,2183868
46591,786673
46592,1704983
46593,2676651
46594,1740538
46595,7050009
46596,8018001
46597,11505880
46598,4579369
46599,363681
46600,4552717
46601,3080050
46602,7856671
46603,3533203
46604,9833917
46605,10599402
46606,3312207
46607,2190933
46608,4283753
46609,624766
46610,718402
46611,3673526
46612,4585947
46613,3551643
46614,8609746
46615,10905679
46616,2193477
46617,7064681
46618,8419392
46619,8588960
46620,8169699
46621,3334628
46622,2037323
46623,8687089
46624,7364818
46625,11704081
46626,17596638
46627,16035127
46628,18544724
46629,10440971
46630,12543279
46631,18070004
46632,9844752
46633,15600135
46634,12611749
46635,3903579
46636,8245589
46637,21170827
46638,18181335
46639,3134815
46640,3303937
46641,8969721
46642,1536485
46643,2761061
46644,9332112
46645,7781349
46646,8365297
46647,11437864
46648,19922726
46649,17305788
46650,8267038
46651,8739461
46652,11270643
46653,9065133
46654,9262298
46655,9022487
46656,12632426
46657,9166175
46658,9219700
46659,11470043
46660,1595785
46661,12220757
46662,10649166
46663,19682544
46664,18304580
46665,16979292
46666,10191892
46667,3743531
46668,5653412
46669,1191166
46670,4429525
46671,2206817
46672,3550026
46673,7097431
46674,11181193
46675,15605283
46676,371088
46677,3743531
46678,5780499
46679,836257
46680,10742350
46681,11696811
46682,3973028
46683,6478342
46684,14339401
46685,8347120
46686,8652952
46687,4040699
46688,4443845
46689,1192312
46690,3215921
46691,4853949
46692,5030260
46693,869868
46694,4643436
46695,4727292
46696,7126120
46697,11998300
46698,2206817
46699,5745629
46700,2646131
46701,15001941
46702,3429403
46703,4726474
46704,7295257
46705,7295257
46706,3513716
46707,6696610
46708,5488906
46709,19438397
46710,12032877
46711,15094269
46712,18977721
46713,12093941
46714,17347187
46715,15361407
46716,6700642
46717,12093941
46718,9153484
46719,9726343
46720,19325515
46721,18495737
46722,2192018
46723,3358706
46724,16382035
46725,8520442
46726,8035946
46727,2818259
46728,15259471
46729,10805184
46730,14724304
46731,10102436
46732,12915835
46733,17964789
46734,15224704
46735,12634590
46736,18851861
46737,8583218
46738,20947859
46739,16517764
46740,22198983
46741,17082474
46742,21269484
46743,12435860
46744,12390384
46745,7997018
46746,11870500
46747,7736883
46748,9679876
46749,1417466
46750,3517228
46751,3525523
46752,10579658
46753,2652180
46754,8431099
46755,16762570
46756,11567820
46757,16996006
46758,8486515
46759,2212020
46760,19683927
46761,10815082
46762,3056131
46763,19875736
46764,6196006
46765,8073455
46766,17126719
46767,9589654
46768,9571328
46769,9571328
46770,14704836
46771,9291199
46772,2493869
46773,9274838
46774,9571328
46775,9176844
46776,14704836
46777,2493869
46778,9703338
46779,11194215
46780,7653660
46781,11194215
46782,8635674
46783,12032630
46784,9703338
46785,16421418
46786,15817602
46787,7577204
46788,12840088
46789,16325695
46790,10655439
46791,9716055
46792,12598854
46793,2435738
46794,6751162
46795,14511878
46796,12525463
46797,15967450
46798,12069142
46799,11157836
46800,14747165
46801,15207678
46802,10453830
46803,8694046
46804,9325520
46805,9127159
46806,14981379
46807,15192065
46808,12039111
46809,10576234
46810,16202723
46811,7726651
46812,8473474
46813,12193919
46814,16088404
46815,19652068
46816,9691162
46817,1904090
46818,11431240
46819,11927174
46820,11476123
46821,2879344
46822,6336824
46823,3891920
46824,3897808
46825,3520382
46826,3080173
46827,3320274
46828,2950392
46829,9751091
46830,10609815
46831,10979111
46832,8567611
46833,8833025
46834,11675816
46835,11068889
46836,15187799
46837,10626618
46838,1987395
46839,9692452
46840,11932655
46841,3061905
46842,9343463
46843,23195810
46844,16375657
46845,7997065
46846,2044394
46847,3516818
46848,16930364
46849,2684175
46850,2947106
46851,8741021
46852,2242846
46853,9447569
46854,1544615
46855,8974721
46856,23196025
46857,17227922
46858,15898130
46859,18469091
46860,11941174
46861,7446190
46862,15183620
46863,12387962
46864,2207399
46865,11675058
46866,3068855
46867,9333058
46868,2187486
46869,18317392
46870,15269315
46871,19137351
46872,8093267
46873,12851191
46874,17652295
46875,12697798
46876,14997286
46877,12521969
46878,12810740
46879,11087879
46880,15374046
46881,11605747
46882,15381506
46883,11315240
46884,9284784
46885,10561655
46886,12748513
46887,3524234
46888,8169910
46889,2358916
46890,6379529
46891,8399011
46892,2372330
46893,10755239
46894,6363930
46895,9713140
46896,12753341
46897,10438811
46898,11322207
46899,10905596
46900,12063985
46901,10575565
46902,15030987
46903,9807989
46904,18034536
46905,9819446
46906,11876690
46907,10460040
46908,12899645
46909,9860407
46910,10760037
46911,15844708
46912,9181527
46913,11020001
46914,12643293
46915,12324553
46916,10459624
46917,12044534
46918,11346153
46919,15566510
46920,12895265
46921,12752357
46922,8720287
46923,12822874
46924,9439491
46925,8898645
46926,18570306
46927,10192200
46928,12072596
46929,10379482
46930,12558913
46931,15489585
46932,10730561
46933,10365803
46934,10827161
46935,11142581
46936,9695995
46937,10960463
46938,19403903
46939,9819447
46940,17530360
46941,11481623
46942,10959813
46943,17444850
46944,11051370
46945,9131395
46946,12297845
46947,9862245
46948,7923966
46949,3255485
46950,12671829
46951,15663548
46952,9734615
46953,6243528
46954,15528944
46955,11045316
46956,9808143
46957,11818704
46958,9623560
46959,1552999
46960,2128383
46961,16797393
46962,17269594
46963,11689389
46964,15187195
46965,14708413
46966,8052367
46967,8261678
46968,3982576
46969,1419378
46970,8704116
46971,9697664
46972,6786673
46973,3536232
46974,11076106
46975,15785941
46976,9426846
46977,17533024
46978,1565181
46979,16282676
46980,7566580
46981,205382
46982,7933819
46983,9708607
46984,10749297
46985,11961400
46986,10620210
46987,9375818
46988,16792136
46989,10977787
46990,7894000
46991,12631365
46992,7899583
46993,7503139
46994,11576883
46995,4441266
46996,10945421
46997,11907291
46998,9180668
46999,8426028
47000,6389653
47001,7930327
47002,8357287
47003,11907291
47004,11129745
47005,1810282
47006,2229859
47007,7715645
47008,7990452
47009,11907291
47010,10284954
47011,3517396
47012,16849865
47013,18368615
47014,16096515
47015,9347672
47016,20555037
47017,2538588
47018,8317715
47019,21669945
47020,8382899
47021,2850326
47022,10492316
47023,2650578
47024,1847026
47025,8592224
47026,7714603
47027,9046304
47028,10350246
47029,3307283
47030,524479
47031,9389394
47032,11109037
47033,6096982
47034,10024861
47035,16966982
47036,17283347
47037,12972224
47038,3390235
47039,10519687
47040,21205050
47041,2858246
47042,16203349
47043,18054445
47044,10522717
47045,17784901
47046,16456433
47047,11317951
47048,10621863
47049,10621863
47050,7513332
47051,8851371
47052,2361097
47053,7521612
47054,11424099
47055,8743353
47056,7710536
47057,8362228
47058,16831672
47059,18647310
47060,18230389
47061,10200704
47062,15857105
47063,8426717
47064,18093246
47065,16403107
47066,12140475
47067,2195345
47068,19141065
47069,15149513
47070,17438179
47071,18158199
47072,16150205
47073,3633631
47074,11276275
47075,7610357
47076,1289173
47077,6825540
47078,15813835
47079,8853261
47080,3548109
47081,16868481
47082,11773176
47083,8158698
47084,8209274
47085,2159838
47086,2469225
47087,15502721
47088,8090335
47089,3313853
47090,1377295
47091,1926395
47092,2389446
47093,1412770
47094,1989231
47095,1377295
47096,9007165
47097,1760541
47098,20696729
47099,3225660
47100,7243513
47101,17201013
47102,9052605
47103,17904989
47104,21191095
47105,19296055
47106,18486203
47107,12781165
47108,19141661
47109,16447306
47110,19276838
47111,17917819
47112,17179870
47113,18490891
47114,15986401
47115,16849763
47116,17438709
47117,16413347
47118,17602076
47119,16488376
47120,17262850
47121,7617181
47122,2011253
47123,3302705
47124,7937193
47125,11705307
47126,8262827
47127,9667262
47128,21749629
47129,19489810
47130,9141576
47131,2321293
47132,11065032
47133,6388776
47134,8494832
47135,7819846
47136,3511958
47137,17989698
47138,9059186
47139,781206
47140,3899020
47141,1391257
47142,1444555
47143,10735462
47144,3180724
47145,17935636
47146,6653081
47147,11381380
47148,8445463
47149,3858479
47150,2681610
47151,11844036
47152,1814964
47153,11826641
47154,2139387
47155,1413183
47156,8858269
47157,3177951
47158,10844161
47159,12040966
47160,12236023
47161,8737630
47162,8995348
47163,7064522
47164,2698902
47165,4592458
47166,7822903
47167,11748952
47168,8034203
47169,7037273
47170,3053942
47171,7025500
47172,7368843
47173,3544968
47174,6362258
47175,7046524
47176,11081989
47177,2254672
47178,11802750
47179,2646087
47180,8607484
47181,7625622
47182,3142593
47183,1905501
47184,9178671
47185,7729275
47186,8239849
47187,7595718
47188,1832313
47189,7920500
47190,1742504
47191,2693162
47192,8328732
47193,1570496
47194,9494149
47195,9692687
47196,8858742
47197,8359082
47198,8311540
47199,7611589
47200,9712107
47201,8215749
47202,1450797
47203,3689065
47204,1816217
47205,15480981
47206,8791962
47207,14707396
47208,10975769
47209,8894357
47210,11136274
47211,2904006
47212,7863248
47213,9494148
47214,8618582
47215,3310942
47216,14535877
47217,8091141
47218,21997904
47219,21038024
47220,19191775
47221,12810472
47222,19298572
47223,10442547
47224,7788929
47225,11876598
47226,11190754
47227,18234321
47228,6753091
47229,15867860
47230,16490876
47231,9087151
47232,9298173
47233,11296057
47234,8877234
47235,22329774
47236,7499945
47237,10998024
47238,3279143
47239,16720445
47240,19936370
47241,19839251
47242,19289710
47243,9653476
47244,15054373
47245,6753092
47246,10606936
47247,15844495
47248,9604976
47249,2262649
47250,1095246
47251,4001759
47252,15772025
47253,6210163
47254,19106207
47255,7118759
47256,19635943
47257,19758364
47258,9474293
47259,15513722
47260,6181049
47261,10402608
47262,9747404
47263,3966851
47264,11026947
47265,11068978
47266,7118100
47267,10544992
47268,10667738
47269,12668405
47270,1384364
47271,10396167
47272,10665619
47273,8829715
47274,9356558
47275,1968329
47276,9356558
47277,7079035
47278,2740166
47279,6723452
47280,8518642
47281,3117190
47282,9472506
47283,12558203
47284,3386568
47285,9458567
47286,3187497
47287,2737877
47288,12042083
47289,12196620
47290,1524917
47291,11689583
47292,20580361
47293,17364311
47294,12962946
47295,16305563
47296,15608034
47297,9307534
47298,11281468
47299,11006204
47300,10361177
47301,15492552
47302,10637702
47303,15800958
47304,17223873
47305,19138010
47306,17310011
47307,16785375
47308,11069454
47309,8977678
47310,16713457
47311,14732656
47312,3046657
47313,8093742
47314,2694314
47315,3306943
47316,3889748
47317,2782336
47318,2181689
47319,8866384
47320,2181119
47321,9369820
47322,8277478
47323,1385635
47324,2704510
47325,8649712
47326,12839630
47327,18476152
47328,4073085
47329,18475417
47330,6360038
47331,1816396
47332,12839630
47333,8925987
47334,8925979
47335,453256
47336,3906971
47337,1553603
47338,3329963
47339,12548209
47340,7821833
47341,3415207
47342,2644594
47343,3511419
47344,1442917
47345,336132
47346,2139269
47347,15983684
47348,3545368
47349,14736626
47350,2266221
47351,8492283
47352,2687306
47353,907011
47354,3143750
47355,2504794
47356,16889454
47357,8685930
47358,18653034
47359,3729755
47360,8664717
47361,17303766
47362,10201422
47363,9749682
47364,8685930
47365,12724503
47366,10698809
47367,10698809
47368,20889295
47369,15111846
47370,22528165
47371,20413736
47372,3310826
47373,11704167
47374,11535207
47375,2178992
47376,8749599
47377,11672550
47378,10494484
47379,10906499
47380,15722066
47381,9853201
47382,7621685
47383,7796587
47384,8213103
47385,4105854
47386,8838483
47387,9773261
47388,10717778
47389,9115000
47390,11704101
47391,11535206
47392,10036600
47393,8934063
47394,18161401
47395,8222651
47396,18580398
47397,5508499
47398,2596365
47399,8689882
47400,16763008
47401,15932834
47402,8629458
47403,8842582
47404,11257242
47405,9098463
47406,7775629
47407,10923282
47408,4208342
47409,11929644
47410,16542051
47411,8137624
47412,20185226
47413,908899
47414,16273995
47415,18322263
47416,17509485
47417,18322263
47418,22659994
47419,15829527
47420,19176895
47421,15326237
47422,19951274
47423,18322263
47424,16965492
47425,16226521
47426,15522370
47427,6736501
47428,2228932
47429,2236462
47430,2196631
47431,7042769
47432,3541830
47433,1862207
47434,11437014
47435,10714046
47436,8824057
47437,9592629
47438,1537779
47439,9585655
47440,12616178
47441,1831972
47442,6216275
47443,17459741
47444,2967314
47445,15911537
47446,9216352
47447,17621203
47448,9346145
47449,12973134
47450,9541083
47451,1534400
47452,1408299
47453,2932330
47454,18242858
47455,18663487
47456,18155934
47457,17143986
47458,2147702
47459,6229707
47460,15661440
47461,9596385
47462,2521930
47463,2949196
47464,6227304
47465,7654161
47466,3925335
47467,8979563
47468,13902356
47469,8601999
47470,7823066
47471,9433424
47472,4207990
47473,11198566
47474,12220097
47475,16629842
47476,8868708
47477,18728909
47478,3220789
47479,8969724
47480,3086721
47481,6426646
47482,1552056
47483,11004622
47484,7998893
47485,8443935
47486,10417584
47487,10871933
47488,3336176
47489,10206045
47490,10469094
47491,8634808
47492,9598014
47493,11735710
47494,1451921
47495,11493293
47496,7544967
47497,1729619
47498,10685094
47499,2024983
47500,1397667
47501,1521676
47502,10522500
47503,11534915
47504,11534915
47505,10607320
47506,8651713
47507,10417578
47508,11083571
47509,17943542
47510,12503886
47511,19243745
47512,17999276
47513,7759785
47514,18191847
47515,8253920
47516,18339258
47517,18270182
47518,9478327
47519,10438404
47520,10460994
47521,2030491
47522,19523613
47523,15205566
47524,10202868
47525,16114155
47526,18371963
47527,16857887
47528,11680432
47529,17938943
47530,11730742
47531,18054930
47532,15950631
47533,17847764
47534,16213136
47535,3597737
47536,19172535
47537,10668157
47538,18192671
47539,11006179
47540,2351709
47541,8943507
47542,16926261
47543,20347079
47544,17678651
47545,16556673
47546,8816621
47547,2108990
47548,21333984
47549,8005275
47550,19909586
47551,18320439
47552,10926589
47553,11433049
47554,12415035
47555,14766111
47556,14985605
47557,1543187
47558,11115031
47559,8812826
47560,10346773
47561,15798126
47562,10617734
47563,16277633
47564,14764081
47565,7932681
47566,15767382
47567,16947097
47568,1452449
47569,16671973
47570,20123776
47571,8236500
47572,7961322
47573,15801580
47574,16497637
47575,11257990
47576,16106336
47577,9010907
47578,8487746
47579,3615040
47580,8640052
47581,11749097
47582,16398793
47583,1984619
47584,8995997
47585,12622686
47586,15802340
47587,3554492
47588,9407981
47589,8969668
47590,12548410
47591,10678027
47592,1991422
47593,10811675
47594,9071199
47595,6375469
47596,1536472
47597,3866536
47598,7041579
47599,672594
47600,6373157
47601,11063952
47602,2688972
47603,8024164
47604,11865838
47605,18372433
47606,6824189
47607,11524048
47608,7147192
47609,7046409
47610,11865829
47611,900990
47612,12241656
47613,17485449
47614,10742314
47615,16553931
47616,17556631
47617,3812435
47618,7971087
47619,7860156
47620,10230828
47621,16023513
47622,3354545
47623,17446290
47624,10487104
47625,7211827
47626,2603190
47627,2285172
47628,6996483
47629,11435009
47630,9386022
47631,12592266
47632,15925046
47633,9386023
47634,17601892
47635,9692416
47636,10376858
47637,9822485
47638,12143909
47639,11607948
47640,17342790
47641,10529932
47642,22000272
47643,22094303
47644,10090431
47645,20852438
47646,10529932
47647,22688429
47648,8979657
47649,16386090
47650,8930426
47651,22419858
47652,10571715
47653,1873454
47654,11817917
47655,16580189
47656,22269590
47657,20022836
47658,6426618
47659,18326503
47660,19524389
47661,2556540
47662,2405112
47663,16325899
47664,9426791
47665,21299294
47666,7025675
47667,2852111
47668,6103255
47669,6857507
47670,946507
47671,11224634
47672,3544625
47673,1702235
47674,8394842
47675,1244812
47676,2851413
47677,1324534
47678,8598656
47679,367024
47680,4131170
47681,10211496
47682,1215880
47683,1100014
47684,7879457
47685,15557391
47686,15733401
47687,19036070
47688,21634310
47689,19135905
47690,20403374
47691,21300083
47692,17213238
47693,18408090
47694,17624477
47695,18048857
47696,19375681
47697,17088333
47698,11408301
47699,12583945
47700,12946338
47701,11427833
47702,11427834
47703,12929065
47704,12024134
47705,15017641
47706,12190161
47707,9932756
47708,2506771
47709,12803263
47710,19440955
47711,8374276
47712,16987370
47713,10718390
47714,6346278
47715,9709721
47716,6426646
47717,10328861
47718,15493096
47719,7844481
47720,10053226
47721,8739805
47722,8687199
47723,11706112
47724,7486869
47725,9150811
47726,16540603
47727,2502843
47728,10457386
47729,9583926
47730,8417384
47731,10693095
47732,1575555
47733,9310515
47734,8613046
47735,12014724
47736,12390096
47737,16393297
47738,15354280
47739,16020489
47740,15667494
47741,15000272
47742,11564007
47743,12692051
47744,16128674
47745,16047154
47746,16296913
47747,11300432
47748,12799402
47749,2761587
47750,10463708
47751,22434618
47752,10868001
47753,16762775
47754,17545350
47755,14638565
47756,16129870
47757,11074901
47758,3886308
47759,3058537
47760,162660
47761,11128665
47762,3236298
47763,10534546
47764,3519096
47765,3057482
47766,3276864
47767,7000998
47768,18381542
47769,21402642
47770,18330955
47771,19053049
47772,19827166
47773,20664019
47774,19637289
47775,16630771
47776,8151587
47777,17414533
47778,8182625
47779,2242059
47780,10606360
47781,2919941
47782,1747136
47783,12375317
47784,15903023
47785,19783714
47786,8777850
47787,3823910
47788,17102944
47789,8215627
47790,7788170
47791,1892197
47792,3382883
47793,2698515
47794,16765169
47795,7806870
47796,18292959
47797,11569654
47798,6626904
47799,14586625
47800,11579852
47801,3875776
47802,12565982
47803,8181594
47804,12598347
47805,15071126
47806,10886592
47807,12595492
47808,11912261
47809,12472790
47810,15689407
47811,15558528
47812,10129817
47813,2258519
47814,8871430
47815,3740576
47816,2783580
47817,8115218
47818,9780943
47819,12389880
47820,10645116
47821,11911726
47822,11220797
47823,10685300
47824,2276106
47825,8458295
47826,11790365
47827,3199913
47828,11606877
47829,8584545
47830,7986761
47831,10595053
47832,11889278
47833,1849343
47834,11998122
47835,11111610
47836,12424783
47837,11108069
47838,10772372
47839,2839433
47840,15359055
47841,12011810
47842,7880187
47843,2236581
47844,15692125
47845,17661855
47846,15222602
47847,14585550
47848,8502438
47849,15154151
47850,3633503
47851,9687125
47852,9789512
47853,17351024
47854,12484105
47855,12564350
47856,14713325
47857,11572538
47858,9766290
47859,15808033
47860,1718251
47861,1693496
47862,7201436
47863,1718250
47864,9143888
47865,11024412
47866,8431153
47867,7691775
47868,6184769
47869,1718253
47870,6191812
47871,6184070
47872,8953976
47873,6376207
47874,6376208
47875,3521443
47876,6863579
47877,10204818
47878,15457381
47879,16481296
47880,12235507
47881,11961625
47882,2920133
47883,8471588
47884,3986070
47885,2817461
47886,11732521
47887,18046293
47888,15636801
47889,1606094
47890,9380919
47891,22100822
47892,16492848
47893,10781472
47894,10823097
47895,9024025
47896,19784511
47897,12031749
47898,15321185
47899,20361674
47900,11578887
47901,10365009
47902,11220429
47903,8895272
47904,10995148
47905,12761013
47906,16805932
47907,17275282
47908,2678497
47909,3565827
47910,11517140
47911,8721471
47912,12697596
47913,17717237
47914,9495408
47915,16428565
47916,15961713
47917,17909152
47918,18478129
47919,18309164
47920,17464583
47921,2317057
47922,10403865
47923,14693624
47924,11605924
47925,7073996
47926,9392696
47927,3796922
47928,12566183
47929,7362799
47930,9654537
47931,74569
47932,698606
47933,9111850
47934,11579006
47935,19698311
47936,6474102
47937,8674522
47938,1580340
47939,1557677
47940,9356557
47941,17158495
47942,2673479
47943,3074860
47944,22700264
47945,16917681
47946,16603748
47947,7953039
47948,15240088
47949,12045314
47950,12910336
47951,15259827
47952,10711914
47953,10422481
47954,3966851
47955,7632121
47956,8038939
47957,18286501
47958,19783136
47959,10561355
47960,10958046
47961,12389143
47962,23165696
47963,3102211
47964,15321956
47965,17485450
47966,11568790
47967,8416458
47968,15662490
47969,12114886
47970,14764128
47971,14501737
47972,14961887
47973,15821528
47974,15339761
47975,11677004
47976,17828747
47977,15192618
47978,10891816
47979,16291357
47980,12825213
47981,11443157
47982,15181060
47983,12757074
47984,18204233
47985,16094020
47986,19582386
47987,16189692
47988,15924540
47989,10649153
47990,14632856
47991,16144560
